,Habitat,Site.Name,Transect,Depth,Quad,File.Name,Point..,Major.Category,Subcategory,Notes,category,value
2715,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,15,Substrate,Subcor+,,Subcor+ ,1
2716,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,16,Substrate,Subcor+,INDfil,Subcor+ INDfil,1
2717,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,17,Substrate,Subcor+,INDfol,Subcor+ INDfol,1
2718,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,18,Substrate,Subcor+,INDfil,Subcor+ INDfil,1
2719,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,19,Substrate,Subcor+,INDfil,Subcor+ INDfil,1
2720,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,20,Substrate,Subcor+,,Subcor+ ,1
2721,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,21,Substrate,Subcor+,,Subcor+ ,1
2722,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,22,"Tape, Wand, Shadow",Sha,,Sha ,1
2723,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,23,Substrate,Subcor+,,Subcor+ ,1
2724,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,24,Substrate,Subcor+,,Subcor+ ,1
2725,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,25,Substrate,Subcor+,,Subcor+ ,1
2726,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,26,"Tape, Wand, Shadow",Sha,,Sha ,1
2727,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,27,Invertebrates,Dia,,Dia ,1
2728,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,28,Substrate,Subcor+,,Subcor+ ,1
2729,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,29,Substrate,Subcor+,,Subcor+ ,1
2730,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,30,Substrate,Subcor+,,Subcor+ ,1
2731,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,31,Substrate,Subcor+,,Subcor+ ,1
2732,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,32,Substrate,Subcor+,,Subcor+ ,1
2733,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,33,Substrate,Subcor+,,Subcor+ ,1
2734,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,34,Substrate,Subcor+,,Subcor+ ,1
2735,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,35,Substrate,Subcor+,,Subcor+ ,1
2736,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,36,Substrate,Subcor+,,Subcor+ ,1
2737,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,37,Substrate,Subcor+,,Subcor+ ,1
2738,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,38,Substrate,Subcor+,,Subcor+ ,1
2739,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,39,Substrate,Subcor+,,Subcor+ ,1
2740,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,40,Coral,Por,,Por ,1
2741,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,41,Substrate,Subcor+,,Subcor+ ,1
2742,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,42,Dead Coral Algae,DPor,,DPor ,1
2743,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,43,Substrate,Subcor+,,Subcor+ ,1
2744,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,44,"Tape, Wand, Shadow",Sha,,Sha ,1
2745,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,45,Substrate,Subcor+,,Subcor+ ,1
2746,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,46,Substrate,Subcor+,,Subcor+ ,1
2747,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,47,Substrate,Subcor+,,Subcor+ ,1
2748,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,48,Substrate,Subcor+,,Subcor+ ,1
2749,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,49,Substrate,Subcor+,,Subcor+ ,1
2750,Coral,La Perouse,2,5,5,C:\CPCe_41_inst\rapanui2016\LsT2Q7IMG_0125.cpc,50,Substrate,Subcor+,,Subcor+ ,1
2751,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,1,Substrate,Bol+,INDfol,Bol+ INDfol,1
2752,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,2,Algae,Lia,,Lia ,1
2753,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,3,Substrate,R+,INDfol,R+ INDfol,1
2754,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,4,Substrate,R+,INDfol,R+ INDfol,1
2755,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,5,Substrate,R+,,R+ ,1
2756,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,6,Algae,Lia,,Lia ,1
2757,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,7,Substrate,R+,S,R+ S,1
2758,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,8,Substrate,R+,INDfol,R+ INDfol,1
2759,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,9,Substrate,R+,INDfol,R+ INDfol,1
2760,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,10,Substrate,R+,INDfol,R+ INDfol,1
2761,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,11,Substrate,R+,INDfol,R+ INDfol,1
2762,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,12,Substrate,R+,INDfol,R+ INDfol,1
2763,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,13,Substrate,R+,INDfol,R+ INDfol,1
2764,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,14,Algae,Lia,,Lia ,1
2765,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,15,Substrate,R+,INDfol,R+ INDfol,1
2766,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,16,Substrate,S,,S ,1
2767,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,17,Substrate,R+,,R+ ,1
2768,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,18,Substrate,R+,INDfol,R+ INDfol,1
2769,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,19,Substrate,R+,INDfol,R+ INDfol,1
2770,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,20,Algae,Lia,,Lia ,1
2771,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,21,Substrate,S,,S ,1
2772,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,22,Substrate,R+,INDfol,R+ INDfol,1
2773,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,23,Algae,Lia,,Lia ,1
2774,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,24,Algae,codinv,,codinv ,1
2775,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,25,Substrate,S,,S ,1
2776,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,26,Algae,Lia,,Lia ,1
2777,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,27,Substrate,R+,INDfol,R+ INDfol,1
2778,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,28,Substrate,R+,,R+ ,1
2779,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,29,Substrate,R+,INDfol,R+ INDfol,1
2780,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,30,Algae,codinv,,codinv ,1
2781,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,31,Substrate,R+,INDfol,R+ INDfol,1
2782,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,32,Algae,Lia,,Lia ,1
2783,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,33,Substrate,R+,INDfol,R+ INDfol,1
2784,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,34,Substrate,R+,INDfol,R+ INDfol,1
2785,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,35,Substrate,R+,INDfol,R+ INDfol,1
2786,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,36,Algae,Lia,,Lia ,1
2787,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,37,Substrate,R+,INDfol,R+ INDfol,1
2788,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,38,Substrate,R+,,R+ ,1
2789,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,39,Algae,Lia,,Lia ,1
2790,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,40,Substrate,R+,,R+ ,1
2791,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,41,Substrate,R+,INDfil,R+ INDfil,1
2792,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,42,Substrate,S,,S ,1
2793,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,43,Substrate,Bol+,INDfol,Bol+ INDfol,1
2794,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,44,Substrate,R+,,R+ ,1
2795,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,45,Algae,Lia,,Lia ,1
2796,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,46,Substrate,R+,INDfol,R+ INDfol,1
2797,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,47,Algae,Lia,,Lia ,1
2798,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,48,Substrate,R+,INDfol,R+ INDfol,1
2799,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,49,Substrate,R+,INDfol,R+ INDfol,1
2800,Coral,La Perouse,3,5,1,C:\CPCe_41_inst\rapanui2016\LsT3Q10IMG_0139.cpc,50,Algae,Lia,,Lia ,1
2801,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,1,Coral,Por,,Por ,1
2802,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,2,Coral,Por,,Por ,1
2803,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,3,Coral,Por,,Por ,1
2804,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,4,Coral,Por,,Por ,1
2805,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,5,Coral,Por,,Por ,1
2806,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,6,Coral,Por,,Por ,1
2807,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,7,Coral,Por,,Por ,1
2808,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,8,Coral,Por,,Por ,1
2809,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,9,Substrate,R+,,R+ ,1
2810,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,10,Coral,Por,,Por ,1
2811,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,11,Substrate,R+,,R+ ,1
2812,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,12,Substrate,R+,,R+ ,1
2813,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,13,Coral,Por,,Por ,1
2814,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,14,Coral,Por,,Por ,1
2815,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,15,Coral,Por,,Por ,1
2816,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,16,Coral,Por,,Por ,1
2817,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,17,Coral,Por,,Por ,1
2818,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,18,Substrate,R+,,R+ ,1
2819,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,19,Coral,Por,,Por ,1
2820,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,20,Coral,Por,,Por ,1
2821,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,21,Dead Coral Algae,DPor,,DPor ,1
2822,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,22,Coral,Por,,Por ,1
2823,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,23,Coral,Por,,Por ,1
2824,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,24,Coral,Por,,Por ,1
2825,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,25,Substrate,R+,,R+ ,1
2826,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,26,Coral,Por,,Por ,1
2827,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,27,Coral,Por,,Por ,1
2828,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,28,Substrate,R-,,R- ,1
2829,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,29,Coral,Por,,Por ,1
2830,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,30,Coral,Por,,Por ,1
2831,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,31,Coral,Por,,Por ,1
2832,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,32,Coral,Por,,Por ,1
2833,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,33,Coral,Por,,Por ,1
2834,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,34,Coral,Por,,Por ,1
2835,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,35,Substrate,R+,,R+ ,1
2836,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,36,Coral,Por,,Por ,1
2837,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,37,Coral,Por,,Por ,1
2838,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,38,Coral,Por,,Por ,1
2839,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,39,Coral,Por,,Por ,1
2840,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,40,Coral,Por,,Por ,1
2841,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,41,Coral,Por,,Por ,1
2842,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,42,Coral,Por,,Por ,1
2843,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,43,Substrate,R+,,R+ ,1
2844,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,44,Coral,Por,,Por ,1
2845,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,45,Substrate,R+,Hal,R+ Hal,1
2846,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,46,Coral,Por,,Por ,1
2847,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,47,Coral,Por,,Por ,1
2848,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,48,Coral,Por,,Por ,1
2849,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,49,Coral,Por,,Por ,1
2850,Coral,La Perouse,3,5,2,C:\CPCe_41_inst\rapanui2016\LsT3Q1IMG_0129.cpc,50,Coral,Por,,Por ,1
2851,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,1,Substrate,R+,,R+ ,1
2852,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,2,Coral,Por,,Por ,1
2853,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,3,Coral,Por,,Por ,1
2854,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,4,Substrate,R+,S,R+ S,1
2855,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,5,Coral,Por,,Por ,1
2856,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,6,Coral,Por,,Por ,1
2857,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,7,Coral,Por,,Por ,1
2858,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,8,Coral,Por,,Por ,1
2859,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,9,Coral,Por,,Por ,1
2860,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,10,Coral,Por,,Por ,1
2861,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,11,Coral,Por,,Por ,1
2862,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,12,Coral,Por,,Por ,1
2863,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,13,Coral,Por,,Por ,1
2864,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,14,Coral,Por,,Por ,1
2865,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,15,Coral,Por,,Por ,1
2866,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,16,Coral,Por,,Por ,1
2867,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,17,Coral,Por,,Por ,1
2868,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,18,Coral,Por,,Por ,1
2869,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,19,Coral,Por,,Por ,1
2870,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,20,Coral,Por,,Por ,1
2871,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,21,Coral,Por,,Por ,1
2872,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,22,Coral,Por,,Por ,1
2873,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,23,Substrate,R+,,R+ ,1
2874,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,24,Coral,Por,,Por ,1
2875,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,25,Coral,Por,,Por ,1
2876,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,26,Coral,Por,,Por ,1
2877,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,27,Coral,Por,,Por ,1
2878,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,28,Coral,Por,,Por ,1
2879,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,29,Coral,Por,,Por ,1
2880,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,30,Coral,Por,,Por ,1
2881,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,31,Coral,Por,,Por ,1
2882,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,32,Coral,Por,,Por ,1
2883,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,33,Coral,Por,,Por ,1
2884,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,34,Coral,Por,,Por ,1
2885,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,35,Coral,Por,,Por ,1
2886,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,36,Coral,Por,,Por ,1
2887,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,37,Coral,Por,,Por ,1
2888,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,38,Coral,Por,,Por ,1
2889,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,39,Coral,Por,,Por ,1
2890,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,40,Coral,Por,,Por ,1
2891,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,41,Substrate,R+,S,R+ S,1
2892,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,42,Coral,Por,,Por ,1
2893,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,43,Coral,Por,,Por ,1
2894,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,44,Coral,Por,,Por ,1
2895,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,45,Coral,Por,,Por ,1
2896,Coral,La Perouse,3,5,3,C:\CPCe_41_inst\rapanui2016\LsT3Q3IMG_0132.cpc,46,Coral,Por,,Por ,1
