Year,Habitat,Site.Name,Depth,Transect,Quad,File.Name,Point..,Major.Category,Subcategory,Notes
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,1,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,3,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,4,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,5,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,6,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,7,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,9,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,10,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,11,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,13,DCA,DPor,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,14,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,16,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,19,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,20,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,21,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,22,DCA,Dpor,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,23,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,25,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,28,DCA,Dpor,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,30,DCA,Dpor,pelred
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,31,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,35,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,36,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,37,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,38,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,39,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,41,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,42,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,45,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,46,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,48,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,50,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,51,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,54,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,56,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,57,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,59,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,60,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,62,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,65,DCA,Dpor,pelbrown
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,66,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,67,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,68,DCA,Dpor,Hal
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,69,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,70,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,74,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,75,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,76,Cor,Por,
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,78,DCA,Dpor,pelbrown
2017,Coral,Anakena,15,1,1,AnT1Q1IMG_2745,79,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,1,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,2,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,5,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,6,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,7,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,8,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,10,Cor,Poc,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,11,Substrate,S,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,12,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,13,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,14,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,15,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,16,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,18,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,19,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,20,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,21,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,22,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,23,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,24,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,27,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,28,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,30,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,32,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,33,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,35,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,37,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,39,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,41,Substrate,R+,codinv
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,46,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,47,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,48,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,51,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,52,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,55,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,57,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,58,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,61,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,63,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,65,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,68,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,69,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,70,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,73,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,75,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,76,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,77,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,78,Cor,Por,
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,79,DCA,Dpor,pelgre
2017,Coral,Anakena,15,1,2,AnT1Q2IMG_2746,80,DCA,Dpor,pelgre
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,4,Substrate,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,6,Substrate,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,7,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,8,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,9,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,16,Substrate,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,18,DCA,Dpor,S
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,20,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,21,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,23,Substrate,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,24,Substrate,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,25,Substrate,S,pelred
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,26,Substrate,S,pelred
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,27,Substrate,S,pelred
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,28,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,31,Substrate,S,pelred
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,32,Substrate,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,33,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,38,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,39,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,42,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,43,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,44,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,45,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,47,TSW,Sha,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,48,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,49,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,50,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,52,Cor,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,53,,S,pelred
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,54,,Dpor,INDfil
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,55,,Dpor,pelbrown
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,57,,Dpor,pelbrown
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,59,,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,60,,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,61,,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,63,,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,64,,Dpor,INDfil
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,66,,Dpor,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,67,,Dpor,INDfil
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,68,,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,70,,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,71,,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,74,,Dpor,pelbrown
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,75,,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,76,,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,77,,S,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,78,,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,79,,Por,
2017,Coral,Anakena,15,1,3,AnT1Q3IMG_2747,80,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,3,,Subcor-,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,5,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,6,,Dpor,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,7,,Poc,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,8,,Subcor-,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,9,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,11,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,13,,Dpor,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,15,,R-,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,17,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,18,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,19,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,21,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,22,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,23,,R+,pelred
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,24,,R-,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,26,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,29,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,31,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,32,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,33,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,35,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,37,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,38,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,39,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,40,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,41,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,43,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,44,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,45,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,46,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,51,,R-,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,52,,R-,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,54,,R-,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,55,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,60,,R-,S
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,61,,R-,S
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,62,,R-,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,64,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,65,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,68,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,70,,R-,S
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,71,,Poc,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,72,,Poc,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,74,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,76,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,77,,Por,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,78,,S,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,80,,S,
2017,Coral,Anakena,15,1,4,AnT1Q4IMG_2748,81,,S,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,2,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,4,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,5,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,9,,Subcor+,INDfil
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,10,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,11,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,13,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,17,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,18,,S,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,19,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,20,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,21,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,22,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,23,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,26,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,27,,S,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,28,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,29,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,30,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,31,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,32,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,33,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,34,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,36,,Subcor-,S
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,37,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,38,,S,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,39,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,41,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,43,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,46,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,48,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,53,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,54,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,56,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,58,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,59,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,61,,Dpoc,pelred
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,62,,S,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,63,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,64,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,65,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,67,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,68,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,69,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,70,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,71,,S,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,72,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,77,,Por,Dia
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,78,,Por,
2017,Coral,Anakena,15,1,5,AnT1Q5IMG_2749,79,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,1,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,4,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,5,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,6,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,8,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,10,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,11,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,12,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,13,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,15,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,16,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,18,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,19,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,20,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,23,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,24,,Dpor,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,25,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,28,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,29,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,31,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,32,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,33,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,34,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,35,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,36,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,40,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,42,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,43,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,44,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,45,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,46,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,47,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,48,,Hal,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,53,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,54,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,56,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,58,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,59,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,60,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,62,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,63,,DPor,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,64,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,65,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,68,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,71,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,72,,Dpor,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,73,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,75,,Sha,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,80,,Por,
2017,Coral,Anakena,15,2,1,ApT2Q1IMG_2777,81,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,1,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,2,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,4,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,8,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,9,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,11,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,12,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,13,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,15,,Sha,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,17,,Sha,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,18,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,20,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,21,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,22,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,23,,Dpor,pelred
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,29,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,30,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,32,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,33,,S,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,35,,Dpor,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,36,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,37,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,38,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,39,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,40,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,42,,S,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,43,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,44,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,45,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,47,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,48,,Por,Dia
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,50,,Dpor,Dia
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,51,,S,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,53,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,55,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,56,,Sha,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,57,,Dpor,Dia
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,58,,Dpor,Dia
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,59,,Dpor,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,64,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,66,,Dpor,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,67,,Por,
2017,Coral,Anakena,15,2,2,ApT2Q2IMG_2779,68,,Dpor,
